source_id,tier,institution_id,institution_name,source_name,source_type,url,collection_method,update_frequency,reliability_level,strategic_themes,active,notes,extraction_mode,coverage_scope,coverage_priority,sme_relevance,source_validation_status,collector_capability,mvp_active,claude_eligible,mvp_status,customer_segment,institution_group,display_name,legal_name,exclusion_reason,last_validated_at,institution_type,strategic_partner_priority,official_source_valid,collector_accessible,extraction_structurally_valid,monitoring_mode,weekly_collection_enabled,source_recovery_status,retry_cadence,next_retry_at,consecutive_access_denied,last_access_denied_at,last_success_at,source_recovery_representative,blocked_status_notes
REG-163,Tier 1,hsbc,HSBC,HSBC Credit and Lending,Resmi Ürün Sayfası,https://www.business.hsbc.com.tr/tr-tr/solutions/credit-and-lending,static_scrape,Weekly,Yüksek,Nakit Yönetimi; Dış Ticaret; KOBİ Kredileri; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Toptan / Kurumsal Banka,C,Orta,Valid benchmark-only source,static_scrape,False,False,Toptan / Kurumsal Banka,Büyük Kurumsal / Toptan,Toptan / Kurumsal Banka,HSBC,HSBC,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-164,Tier 1,hsbc,HSBC,HSBC Business Expansion,Resmi Ürün Sayfası,https://www.business.hsbc.com.tr/tr-tr/products-and-solutions/expand,static_scrape,Weekly,Yüksek,Nakit Yönetimi; Dış Ticaret; KOBİ Kredileri; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Toptan / Kurumsal Banka,C,Orta,Valid benchmark-only source,static_scrape,False,False,Toptan / Kurumsal Banka,Büyük Kurumsal / Toptan,Toptan / Kurumsal Banka,HSBC,HSBC,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-165,Tier 1,hsbc,HSBC,HSBC Business Investments / Liquidity,Resmi Ürün Sayfası,https://www.business.hsbc.com.tr/tr-tr/working-capital/productfamily/investments,static_scrape,Weekly,Yüksek,Nakit Yönetimi; Dış Ticaret; KOBİ Kredileri; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Toptan / Kurumsal Banka,C,Orta,Valid benchmark-only source,static_scrape,False,False,Toptan / Kurumsal Banka,Büyük Kurumsal / Toptan,Toptan / Kurumsal Banka,HSBC,HSBC,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-166,Tier 1,enpara,Enpara,Enpara Şirketim Duyurular,Resmi Duyuru Sayfası,https://www.enpara.com/sirketim/duyurular,manual,Weekly,Yüksek,Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,Operational/legal notices; no clean current product candidate yet.,manual,KOBİ Rakip Banka,C,Yüksek,Manual inspection needed,manual,False,False,Manuel İzleme,KOBİ,Dijital / Gelişen Oyuncu,Enpara,Enpara Bank A.Ş.,Operational/legal notices; no clean current product candidate yet.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-167,Tier 1,enpara,Enpara,Enpara Şirketim POS,Resmi POS Sayfası,https://www.enpara.com/sirketim/pos,static_scrape,Weekly,Yüksek,Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,KOBİ Rakip Banka,C,Yüksek,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,KOBİ,Dijital / Gelişen Oyuncu,Enpara,Enpara Bank A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-168,Tier 1,enpara,Enpara,Enpara Şirketim Ticari Kredi Kartı,Resmi Ürün Sayfası,https://www.enpara.com/sirketim/kartlar/kredi-karti,static_scrape,Weekly,Yüksek,Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,KOBİ Rakip Banka,C,Yüksek,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,KOBİ,Dijital / Gelişen Oyuncu,Enpara,Enpara Bank A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-169,Tier 1,enpara,Enpara,Enpara Şirketim Ödemeler,Resmi Ürün Sayfası,https://www.enpara.com/sirketim/odemeler,static_scrape,Weekly,Yüksek,Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,KOBİ Rakip Banka,C,Yüksek,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,KOBİ,Dijital / Gelişen Oyuncu,Enpara,Enpara Bank A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-170,Tier 1,enpara,Enpara,Enpara Şirketim Oranlar ve Kurlar,Resmi Ürün Sayfası,https://www.enpara.com/sirketim/oranlar-ve-kurlar,static_scrape,Weekly,Yüksek,Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,KOBİ Rakip Banka,C,Yüksek,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,KOBİ,Dijital / Gelişen Oyuncu,Enpara,Enpara Bank A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-171,Tier 1,enpara,Enpara,Enpara Şirketim Ücretler,Resmi Ücret/Pricing Sayfası,https://www.enpara.com/sirketim/ucretler,static_scrape,Weekly,Yüksek,Ödemeler ve POS; KOBİ Mevduat; Kampanyalar; Nakit Yönetimi,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,KOBİ Rakip Banka,C,Yüksek,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,KOBİ,Dijital / Gelişen Oyuncu,Enpara,Enpara Bank A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-172,Tier 1,burgan_bank,Burgan Bank,Burgan Bank Proje Finansmanı,Resmi Ürün Sayfası,https://www.burgan.com.tr/kurumsal-ve-ticari-bankacilik/proje-finansmani,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Nakit Yönetimi; Dış Ticaret; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,KOBİ Rakip Banka,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,Burgan Bank,Burgan Bank,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-173,Tier 1,burgan_bank,Burgan Bank,Burgan Bank Mevduat,Resmi Ürün Sayfası,https://www.burgan.com.tr/kurumsal-ve-ticari-bankacilik/mevduat-ve-yatirim/mevduat,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Nakit Yönetimi; Dış Ticaret; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,KOBİ Rakip Banka,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,Burgan Bank,Burgan Bank,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-174,Tier 1,burgan_bank,Burgan Bank,Burgan Bank Yatırım,Resmi Ürün Sayfası,https://www.burgan.com.tr/kurumsal-ve-ticari-bankacilik/mevduat-ve-yatirim/yatirim,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Nakit Yönetimi; Dış Ticaret; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,KOBİ Rakip Banka,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,Burgan Bank,Burgan Bank,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-175,Tier 1,burgan_bank,Burgan Bank,Burgan Bank Dış Ticaret,Resmi Ürün Sayfası,https://www.burgan.com.tr/kurumsal-ve-ticari-bankacilik/dis-ticaret,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Nakit Yönetimi; Dış Ticaret; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,KOBİ Rakip Banka,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,Burgan Bank,Burgan Bank,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-176,Tier 1,burgan_bank,Burgan Bank,Burgan Bank Sigorta,Resmi Ürün Sayfası,https://www.burgan.com.tr/kurumsal-ve-ticari-bankacilik/sigorta,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Nakit Yönetimi; Dış Ticaret; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,KOBİ Rakip Banka,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,Burgan Bank,Burgan Bank,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-177,Tier 1,burgan_bank,Burgan Bank,Burgan Bank Masraf Komisyon Listesi,Resmi Ürün Sayfası,https://www.burgan.com.tr/kurumsal-ve-ticari-bankacilik/masraf-komisyon-listesi,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Nakit Yönetimi; Dış Ticaret; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,KOBİ Rakip Banka,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,Burgan Bank,Burgan Bank,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-178,Tier 1,t_bank,T-Bank,T-Bank Duyurular,Resmi Duyuru Sayfası,https://www.tbank.com.tr/hakkimizda/duyurular/Duyurular/20/0/0,manual,Weekly,Yüksek,Ticari Krediler; Nakit Yönetimi; Dış Ticaret; Kurumsal Konumlandırma,True,Legal/security/regulatory-heavy feed; monitor manually only.,manual,Kısmi Kapsam,C,Orta,Manual inspection needed,manual,False,False,Manuel İzleme,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,T-Bank,Turkland Bank A.Ş.,Legal/security/regulatory-heavy feed; monitor manually only.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-179,Tier 1,t_bank,T-Bank,T-Bank Haberler,Resmi Haber Sayfası,https://www.tbank.com.tr/haberler/haber-liste/Haberler/22/0/0,manual,Weekly,Yüksek,Ticari Krediler; Nakit Yönetimi; Dış Ticaret; Kurumsal Konumlandırma,True,Canonical Haberler route discovered from Hakkımızda navigation; noisy security/legal feed.,manual,Kısmi Kapsam,C,Orta,Manual inspection needed,manual,False,False,Manuel İzleme,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,T-Bank,Turkland Bank A.Ş.,Canonical Haberler route discovered from Hakkımızda navigation; noisy security/legal feed.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-180,Tier 1,t_bank,T-Bank,T-Bank Nakit Krediler,Resmi Ürün Sayfası,https://www.tbank.com.tr/ticari-bankacilik/detay-akordeon/Nakit-Krediler/85/184/0,static_scrape,Weekly,Yüksek,Ticari Krediler; Nakit Yönetimi; Dış Ticaret; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Kısmi Kapsam,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,T-Bank,Turkland Bank A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-181,Tier 1,t_bank,T-Bank,T-Bank Gayrinakdi Krediler,Resmi Ürün Sayfası,https://www.tbank.com.tr/ticari-bankacilik/detay-akordeon/Gayrinakdi-Krediler/105/176/0,static_scrape,Weekly,Yüksek,Ticari Krediler; Nakit Yönetimi; Dış Ticaret; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Kısmi Kapsam,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,T-Bank,Turkland Bank A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-182,Tier 1,t_bank,T-Bank,T-Bank Nakit Yönetimi,Resmi Ürün Sayfası,https://www.tbank.com.tr/ticari-bankacilik/detay/Nakit-Yonetimi/114/245/0,static_scrape,Weekly,Yüksek,Ticari Krediler; Nakit Yönetimi; Dış Ticaret; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Kısmi Kapsam,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,T-Bank,Turkland Bank A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-183,Tier 1,t_bank,T-Bank,T-Bank Yatırım Ürünleri,Resmi Ürün Sayfası,https://www.tbank.com.tr/ticari-bankacilik/detay-akordeon/Yatirim-Urunleri/123/179/0,static_scrape,Weekly,Yüksek,Ticari Krediler; Nakit Yönetimi; Dış Ticaret; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Kısmi Kapsam,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,T-Bank,Turkland Bank A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-184,Tier 1,t_bank,T-Bank,T-Bank Diğer Ticari Ürünler,Resmi Ürün Sayfası,https://www.tbank.com.tr/ticari-bankacilik/detay-akordeon/Diger-Urunler/130/186/0,static_scrape,Weekly,Yüksek,Ticari Krediler; Nakit Yönetimi; Dış Ticaret; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Kısmi Kapsam,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,T-Bank,Turkland Bank A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-185,Tier 1,turkish_bank,TurkishBank,TurkishBank Bizden Haberler,Resmi Haber Sayfası,https://www.turkishbank.com/hakkimizda/bizden-haberler/,manual,Weekly,Yüksek,Ticari / Kurumsal Bankacılık; Teknoloji Bankacılığı; Finansal Kurumlar,True,Noisy mixed feed; strict filtering required before MVP.,manual,Kısmi Kapsam,C,Orta,Manual inspection needed,manual,False,False,Manuel İzleme,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,TurkishBank,Turkish Bank A.Ş.,Noisy mixed feed; strict filtering required before MVP.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-186,Tier 1,turkish_bank,TurkishBank,TurkishBank İlişki Bankacılığı,Resmi Ürün Sayfası,https://www.turkishbank.com/ticari-kurumsal-bankacilik/iliski-bankaciligi/,static_scrape,Weekly,Yüksek,Ticari / Kurumsal Bankacılık; Teknoloji Bankacılığı; Finansal Kurumlar,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Kısmi Kapsam,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,TurkishBank,Turkish Bank A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-187,Tier 1,turkish_bank,TurkishBank,TurkishBank Finansal Kurumlar,Resmi Ürün Sayfası,https://www.turkishbank.com/ticari-kurumsal-bankacilik/finansal-kurumlar/,static_scrape,Weekly,Yüksek,Ticari / Kurumsal Bankacılık; Teknoloji Bankacılığı; Finansal Kurumlar,True,Canonical Finansal Kurumlar child URL discovered from commercial page.,benchmark_fact,Toptan / Kurumsal Banka,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Finansal Kurumlar,Orta/Küçük Ölçekli Özel Bankalar,TurkishBank,Turkish Bank A.Ş.,Canonical Finansal Kurumlar child URL discovered from commercial page.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-188,Tier 1,turkish_bank,TurkishBank,TurkishBank Teknoloji Bankacılığı,Resmi Ürün Sayfası,https://www.turkishbank.com/teknoloji-bankaciligi/,static_scrape,Weekly,Yüksek,Ticari / Kurumsal Bankacılık; Teknoloji Bankacılığı; Finansal Kurumlar,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Kısmi Kapsam,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,TurkishBank,Turkish Bank A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-189,Tier 1,turkish_bank,TurkishBank,T-Gate,Harici Platform,https://t-gate.co/,manual,Weekly,Yüksek,Teknoloji Bankacılığı; Embedded Finance,True,External affiliated platform; structural validation only.,manual,Kısmi Kapsam,C,Orta,Manual inspection needed,manual,False,False,Manuel İzleme,Belirsiz,Orta/Küçük Ölçekli Özel Bankalar,TurkishBank,Turkish Bank A.Ş.,External affiliated platform; structural validation only.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-190,Tier 1,turk_ticaret_bankasi,Türk Ticaret Bankası,Türk Ticaret Bankası Duyurular,Resmi Duyuru Sayfası,https://www.turkticaretbankasi.com.tr/icerik/duyurular,manual,Weekly,Yüksek,İhracat Finansmanı; Dış Ticaret; İşletme Sermayesi; Şubeleşme,True,Legal-heavy announcement page; manual only.,manual,Ticari / İhracat Bankası,C,Yüksek,Manual inspection needed,manual,False,False,Manuel İzleme,Ticari / İhracat,Ticari / İhracat Bankası,Türk Ticaret Bankası,Türk Ticaret Bankası A.Ş.,Legal-heavy announcement page; manual only.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-191,Tier 1,turk_ticaret_bankasi,Türk Ticaret Bankası,Türk Ticaret Bankası Haberler,Resmi Haber Sayfası,https://www.turkticaretbankasi.com.tr/icerikler/haberler,static_scrape,Weekly,Yüksek,İhracat Finansmanı; Dış Ticaret; İşletme Sermayesi; Şubeleşme,True,Item-level export/commercial links found; current candidates still require item-level date verification.,weekly_development,Ticari / İhracat Bankası,C,Yüksek,Valid weekly source,static_scrape,True,True,Ticari / İhracat Bankası,Ticari / İhracat,Ticari / İhracat Bankası,Türk Ticaret Bankası,Türk Ticaret Bankası A.Ş.,,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-192,Tier 1,turk_ticaret_bankasi,Türk Ticaret Bankası,Türk Ticaret Bankası Basın Bültenleri,Resmi Basın Bülteni Sayfası,https://www.turkticaretbankasi.com.tr/icerikler/basin-bultenleri,manual,Weekly,Yüksek,İhracat Finansmanı; Dış Ticaret; İşletme Sermayesi; Şubeleşme,True,Commercial/export items exist but no post-cutoff item date is reliable enough.,manual,Ticari / İhracat Bankası,C,Yüksek,Promising but not current,manual,False,False,Manuel İzleme,Ticari / İhracat,Ticari / İhracat Bankası,Türk Ticaret Bankası,Türk Ticaret Bankası A.Ş.,Commercial/export items exist but no post-cutoff item date is reliable enough.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-193,Tier 1,turk_ticaret_bankasi,Türk Ticaret Bankası,Türk Ticaret Bankası Bankamız,Resmi Kurumsal Sayfa,https://www.turkticaretbankasi.com.tr/hakkimizda/bankamiz,static_scrape,Weekly,Yüksek,İhracat Finansmanı; Dış Ticaret; İşletme Sermayesi; Şubeleşme,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Ticari / İhracat Bankası,C,Yüksek,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Ticari / İhracat,Ticari / İhracat Bankası,Türk Ticaret Bankası,Türk Ticaret Bankası A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-194,Tier 1,turk_ticaret_bankasi,Türk Ticaret Bankası,Türk Ticaret Bankası Dış Ticaret Finansmanı,Resmi Ürün Sayfası,https://www.turkticaretbankasi.com.tr/icerik/dis-ticaret-finansmani,static_scrape,Weekly,Yüksek,İhracat Finansmanı; Dış Ticaret; İşletme Sermayesi; Şubeleşme,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Ticari / İhracat Bankası,C,Yüksek,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,İhracatçı KOBİ,Ticari / İhracat Bankası,Türk Ticaret Bankası,Türk Ticaret Bankası A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-195,Tier 1,turk_ticaret_bankasi,Türk Ticaret Bankası,Türk Ticaret Bankası İşletme Sermayesi Kredileri,Resmi Ürün Sayfası,https://www.turkticaretbankasi.com.tr/icerik/isletme-sermayeli-krediler,static_scrape,Weekly,Yüksek,İhracat Finansmanı; Dış Ticaret; İşletme Sermayesi; Şubeleşme,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Ticari / İhracat Bankası,C,Yüksek,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Ticari / İhracat,Ticari / İhracat Bankası,Türk Ticaret Bankası,Türk Ticaret Bankası A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-196,Tier 1,turk_ticaret_bankasi,Türk Ticaret Bankası,Türk Ticaret Bankası Teminat Mektupları,Resmi Ürün Sayfası,https://www.turkticaretbankasi.com.tr/icerik/teminat-mektuplari,static_scrape,Weekly,Yüksek,İhracat Finansmanı; Dış Ticaret; İşletme Sermayesi; Şubeleşme,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Ticari / İhracat Bankası,C,Yüksek,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Ticari / İhracat,Ticari / İhracat Bankası,Türk Ticaret Bankası,Türk Ticaret Bankası A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-197,Tier 1,turk_ticaret_bankasi,Türk Ticaret Bankası,Türk Ticaret Bankası Şubeler,Resmi Şube Sayfası,https://www.turkticaretbankasi.com.tr/icerik/subeler,static_scrape,Weekly,Yüksek,İhracat Finansmanı; Dış Ticaret; İşletme Sermayesi; Şubeleşme,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Ticari / İhracat Bankası,C,Yüksek,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Ticari / İhracat,Ticari / İhracat Bankası,Türk Ticaret Bankası,Türk Ticaret Bankası A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-198,Tier 1,turkish_bank,TurkishBank,TurkishBank Ticari / Kurumsal Bankacılık,Resmi Ürün Sayfası,https://www.turkishbank.com/ticari-kurumsal-bankacilik/,static_scrape,Weekly,Yüksek,Ticari / Kurumsal Bankacılık; Teknoloji Bankacılığı; Finansal Kurumlar,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Kısmi Kapsam,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,TurkishBank,Turkish Bank A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-199,Tier 1,turk_ticaret_bankasi,Türk Ticaret Bankası,Türk Ticaret Bankası Ürün ve Hizmet Ücretleri,Resmi Ücret/Pricing Sayfası,https://www.turkticaretbankasi.com.tr/icerik/urun-ve-hizmet-ucretleri,static_scrape,Weekly,Yüksek,İhracat Finansmanı; Dış Ticaret; İşletme Sermayesi; Şubeleşme,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Ticari / İhracat Bankası,C,Yüksek,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Ticari / İhracat,Ticari / İhracat Bankası,Türk Ticaret Bankası,Türk Ticaret Bankası A.Ş.,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T11:19:29.186852+00:00,,,,,,,,,,,,,,,
REG-200,Tier 1,mastercard,Mastercard,Mastercard Global Newsroom,Resmi Basın Bülteni Sayfası,https://www.mastercard.com/news/,browser_required,Weekly,Yüksek,Global İyi Uygulama; Ödemeler ve POS; Ticari Kartlar; Gömülü Finans; Ağ Standartları,True,Official Mastercard source blocks standards-based static requests; browser collector required before MVP/Claude.,weekly_development,Kritik Stratejik Ödeme Ağı ve Teknoloji Ortağı,Kritik,Yüksek,browser_required,browser_required,False,False,blocked_official_source,Kart / Ödeme Altyapısı / Ticari Ödemeler,Global Ödeme Ağları,Mastercard,Mastercard,,2026-06-29T07:40:23.956053+00:00,Global Ödeme Ağı,Kritik,True,False,False,blocked_source_watch,False,Persistently Blocked,monthly,2026-07-29,2,2026-06-29,,,Official Mastercard current-source route is persistently access-denied; monitor via manual official evidence and representative monthly recovery checks.
